Number of Words in source code,Number of lines in source code,plus ratio mean,plus ratio max,plus ratio std,plus ratio q3,equal ratio mean,equal ratio max,equal ratio std,equal ratio q3,bracket ratio mean,bracket ratio max,bracket ratio std,bracket ratio q3
17325,4100,0.0029511916918337636,0.0067592088550172385,0.0019027572849436994,0.0034747927206833108,0.017069271206297327,0.03161858101977862,0.008141732919878708,0.02114411974131413,0.008839483065986354,0.026153846153846153,0.008177001637126771,0.013763899916394644
